,h3_hex_id,date,dd,ff,precip,hu,td,t,psl
920,83396cfffffffff,2018-02-26 14:00:00,,,0.0,,,273.35,
921,83396cfffffffff,2018-04-06 12:00:00,160.0,5.7,0.0,73.0,285.05,289.95,
922,83396cfffffffff,2018-04-13 18:00:00,140.0,4.9,0.2,89.0,283.55,285.35,101450.0
923,83396cfffffffff,2018-05-03 04:00:00,,,0.0,,,,
924,83396cfffffffff,2018-05-13 20:00:00,,,0.0,,,282.25,
925,83396cfffffffff,2018-06-25 23:00:00,350.0,3.3,0.0,49.0,284.05,295.25,101760.0
926,83396cfffffffff,2018-06-29 23:00:00,60.0,0.9,0.0,96.0,291.05,291.75,
927,83396cfffffffff,2018-07-07 00:00:00,,,0.0,,,294.65,
928,83396cfffffffff,2018-07-09 17:00:00,,,0.0,,,301.65,
929,83396cfffffffff,2018-07-18 22:00:00,,,0.0,,,299.55,
930,83396cfffffffff,2018-08-21 22:00:00,,,0.0,,,,
931,83396cfffffffff,2018-09-10 01:00:00,,,0.0,,,287.55,
932,83396cfffffffff,2018-09-13 10:00:00,,,0.0,,,,
933,83396cfffffffff,2018-09-14 01:00:00,,,0.0,,,294.75,
934,83396cfffffffff,2018-10-02 09:00:00,,,0.0,,,,
935,83396cfffffffff,2018-10-20 00:00:00,0.0,0.0,0.0,95.0,285.25,286.05,
936,83396cfffffffff,2018-10-23 05:00:00,,,0.0,,,280.55,
937,83396cfffffffff,2018-11-06 16:00:00,,,0.0,,,285.15,
938,83396cfffffffff,2018-11-11 03:00:00,80.0,3.3,0.0,69.0,282.25,287.85,
939,83396cfffffffff,2018-11-18 12:00:00,,,0.0,50.0,275.65,285.75,
940,83396cfffffffff,2018-12-09 10:00:00,300.0,1.4,0.0,82.0,279.95,282.85,102020.0
941,83396cfffffffff,2018-12-30 20:00:00,,,0.0,,,281.25,
942,83396dfffffffff,2016-01-11 11:00:00,280.0,4.7,0.0,81.0,278.45,281.55,
943,83396dfffffffff,2016-01-22 07:00:00,60.0,3.3,0.0,80.0,271.75,274.85,
944,83396dfffffffff,2016-04-15 22:00:00,,,0.0,,,285.25,
945,83396dfffffffff,2016-04-18 06:00:00,320.0,0.6,0.0,97.0,275.75,276.15,
946,83396dfffffffff,2016-05-23 01:00:00,,,0.0,,,279.55,
947,83396dfffffffff,2016-05-29 05:00:00,50.0,1.8,0.4,93.0,283.35,284.45,
948,83396dfffffffff,2016-06-13 12:00:00,,,0.0,,,293.05,
949,83396dfffffffff,2016-08-15 00:00:00,0.0,0.0,0.0,65.0,280.95,287.45,
950,83396dfffffffff,2016-10-10 19:00:00,340.0,2.5,0.0,79.0,273.45,276.75,
951,83396dfffffffff,2016-10-19 02:00:00,330.0,1.5,0.0,96.0,276.65,277.25,
952,83396dfffffffff,2016-10-22 20:00:00,,,0.0,,,,
953,83396dfffffffff,2016-10-24 11:00:00,140.0,8.0,0.0,56.0,282.45,291.35,
954,83396dfffffffff,2016-10-31 07:00:00,90.0,4.1,0.0,77.0,277.45,281.25,
955,83396dfffffffff,2016-11-04 23:00:00,80.0,2.6,0.2,95.0,283.55,284.35,101450.0
956,83396dfffffffff,2016-11-28 00:00:00,50.0,1.4,0.0,78.0,271.75,275.15,
957,83396dfffffffff,2016-12-10 01:00:00,0.0,0.0,0.0,91.0,266.65,267.85,
958,83396dfffffffff,2016-12-11 04:00:00,360.0,0.8,0.0,61.0,264.45,270.95,
959,83396dfffffffff,2016-12-13 04:00:00,0.0,0.0,0.0,91.0,265.35,266.55,
960,83396dfffffffff,2016-12-22 12:00:00,,,0.0,,,281.45,
961,83396dfffffffff,2016-12-23 22:00:00,,,0.0,,,,
962,83396dfffffffff,2017-01-02 18:00:00,40.0,1.7,0.0,77.0,272.65,276.25,102030.0
963,83396dfffffffff,2017-01-16 10:00:00,,,0.0,,,270.65,
964,83396dfffffffff,2017-02-03 17:00:00,130.0,1.5,0.0,90.0,277.65,279.15,
965,83396dfffffffff,2017-03-14 20:00:00,320.0,3.3,0.0,62.0,275.55,282.45,
966,83396dfffffffff,2017-04-21 01:00:00,,,0.0,,,,
967,83396dfffffffff,2017-04-24 07:00:00,0.0,0.0,0.0,80.0,279.55,282.85,101970.0
968,83396dfffffffff,2017-04-28 01:00:00,320.0,11.5,0.0,75.0,270.65,274.65,
969,83396dfffffffff,2017-05-15 01:00:00,30.0,1.1,0.0,81.0,280.15,283.25,
970,83396dfffffffff,2017-05-25 12:00:00,230.0,3.9,0.0,48.0,283.95,295.45,
971,83396dfffffffff,2017-06-21 15:00:00,200.0,3.0,0.0,46.0,288.55,301.25,
972,83396dfffffffff,2017-07-04 00:00:00,,,0.0,,,,
973,83396dfffffffff,2017-08-14 16:00:00,140.0,5.1,0.0,22.0,279.95,304.15,
974,83396dfffffffff,2017-11-01 05:00:00,310.0,1.1,0.0,94.0,272.05,272.85,
975,83396dfffffffff,2017-12-02 06:00:00,,,0.0,,,,
976,83396dfffffffff,2017-12-05 04:00:00,0.0,0.0,0.0,94.0,264.65,265.45,
977,83396dfffffffff,2018-02-08 19:00:00,70.0,0.6,0.0,82.0,269.25,271.95,
978,83396dfffffffff,2018-03-25 00:00:00,,,0.0,,,275.85,
979,83396dfffffffff,2018-03-25 08:00:00,,,0.0,,,275.35,
980,83396dfffffffff,2018-03-28 03:00:00,250.0,1.6,0.0,77.0,278.05,281.85,
981,83396dfffffffff,2018-04-10 12:00:00,,,0.0,,,,
982,83396dfffffffff,2018-05-14 06:00:00,,,0.0,,,,
983,83396dfffffffff,2018-05-23 03:00:00,240.0,0.6,0.0,97.0,280.15,280.55,
984,83396dfffffffff,2018-05-28 00:00:00,300.0,2.0,0.0,91.0,286.05,287.55,
985,83396dfffffffff,2018-06-12 04:00:00,,,0.0,,,281.65,
986,83396dfffffffff,2018-07-06 10:00:00,,,0.0,,,295.85,
987,83396dfffffffff,2018-07-08 04:00:00,10.0,0.9,0.0,86.0,286.95,289.25,
988,83396dfffffffff,2018-07-11 00:00:00,,,0.0,,,,
989,83396dfffffffff,2018-07-21 18:00:00,200.0,1.4,0.0,69.0,285.05,290.85,
990,83396dfffffffff,2018-09-02 00:00:00,,,0.0,,,282.55,
991,83396dfffffffff,2018-09-04 16:00:00,,,0.0,,,291.55,
992,83396dfffffffff,2018-09-10 10:00:00,190.0,1.4,0.0,43.0,286.35,299.95,
993,83396dfffffffff,2018-09-29 15:00:00,190.0,6.3,0.0,29.0,280.15,299.65,
994,83396dfffffffff,2018-10-23 17:00:00,240.0,3.0,0.0,53.0,276.65,286.05,
995,83396dfffffffff,2018-11-18 02:00:00,300.0,1.9,0.0,94.0,272.05,272.85,
996,83396dfffffffff,2018-12-05 14:00:00,,,0.0,,,282.85,
997,83396dfffffffff,2018-12-28 22:00:00,,,0.0,,,272.45,
998,83396efffffffff,2018-09-19 22:00:00,330.0,0.7,0.0,80.0,288.35,291.85,101990.0
